id_cliente,tipo_cliente,localidad,id_plan,fecha_alta,fecha_baja,motivo_baja,canal_alta,email,telefono
C3774,Residencial,PINAMAR,P01,2022-11-05,,,Sucursal,cliente2773@gmail.com,02254-410706
C3775,Comercial,Valeria del Mar,P05,2022-05-24,,,Referido,cliente2774@gmail.com,02254-409505
C3776,Residencial,Mar de Ostende,P02,2017-06-07,2025-09-25,Precio,Web,cliente2775@telpin.com.ar,02254-439080
C3777,RESIDENCIAL,Ostende,P04,2022-05-04,2025-08-16,Disconformidad con el servicio,Telefónico,,+54 2254 434123
C3778,Residencial,Ostende,P03,2021-05-09,,,Sucursal,cliente2777@hotmail.com,02254-442495
C3779,Residencial,General Madariaga,P04,2021-05-14,2025-02-09,Disconformidad con el servicio,Telefónico,cliente2778@hotmail.com,+54 2254 448940
C3780,Residencial,General Madariaga,P01,2021-09-05,,,Web,cliente2779@gmail.com,
C3781,Comercial,Ostende,P06,2022-04-27,,,Sucursal,cliente2780@telpin.com.ar,+54 2254 419890
C3782,Residencial,VALERIA DEL MAR,P01,2021-11-11,,,Vendedor,cliente2781@gmail.com,2254494922
C3783,RESIDENCIAL,Ostende,P03,2019-08-28,,,Sucursal,,+54 2254 440805
C3784,Residencial,Pinamar,P02,2020-01-08,,,Web,cliente2783@hotmail.com,02254-485308
C3785,Residencial,Pinamar,P01,2020-09-19,2024-11-26,Precio,Vendedor,cliente2784@gmail.com,+54 2254 432040
C3786,Residencial,Valeria del Mar,P03,2023-11-16,,,Sucursal,cliente2785@hotmail.com,+54 2254 454213
C3787,Comercial,Mar de Ostende,P06,2019-08-25,2024-10-04,Falta de pago,Vendedor,cliente2786@hotmail.com,
C3788,Residencial,Ostende,P04,2023-04-11,,,Sucursal,cliente2787@hotmail.com,+54 2254 472615
C3789,Residencial,  Cariló ,P03,2022-12-29,,,Vendedor,cliente2788@gmail.com,
C3790,Residencial,Pinamar,P02,2023-08-18,,,Sucursal,cliente2789@hotmail.com,02254-466051
C3791,Residencial,Valeria del Mar,P03,2024-02-15,2025-05-29,Se muda,Sucursal,cliente2790@hotmail.com,
C3792,Residencial,Pinamar,P02,2018-08-18,,,Referido,cliente2791@gmail.com,+54 2254 411328
C3793,Residencial,General Madariaga,P01,2022-05-03,2025-12-08,Disconformidad con el servicio,Web,cliente2792@gmail.com,2254434079
C3794,Residencial,Ostende,P01,2019-10-26,,,Vendedor,cliente2793@hotmail.com,02254-465994
C3795,Residencial,Mar de Ostende,P01,2023-08-03,,,Telefónico,cliente2794@hotmail.com,2254400391
C3796,Residencial,PINAMAR,P02,2019-03-24,2026-05-20,Disconformidad con el servicio,Referido,,02254-477466
C3797,Residencial,Pinamar,P02,2023-02-09,,,Sucursal,cliente2796@hotmail.com,
C3798,Residencial,Cariló,P03,2022-12-13,2025-01-03,Se muda,Web,,+54 2254 452227
C3799,Residencial,Pinamar,P02,2024-05-28,,,Telefónico,cliente2798@hotmail.com,2254497329
C3800,Residencial,Pinamar,P04,2019-01-20,,,Telefónico,cliente2799@gmail.com,2254490065
C3801,RESIDENCIAL,Pinamar,P05,2022-04-16,,,Referido,cliente2800@yahoo.com.ar,2254411321
C3802,Residencial,Pinamar,P05,2023-09-02,,,Referido,cliente2801@gmail.com,+54 2254 490814
C3803,Residencial,Cariló,P01,2021-12-03,,,Telefónico,cliente2802@gmail.com,02254-430179
C3804,Residencial,Ostende,P04,2023-09-03,,,Sucursal,cliente2803@hotmail.com,2254436703
C3805,Residencial,Mar de Ostende,P02,2023-01-25,,,Web,cliente2804@hotmail.com,02254-475566
C3806,Residencial,Pinamar,P02,2024-01-12,,,Vendedor,cliente2805@hotmail.com,+54 2254 451864
C3807,Residencial,Ostende,P02,2022-09-11,,,Referido,cliente2806@telpin.com.ar,+54 2254 445589
C3808,Residencial,Valeria del Mar,P03,2020-11-01,,,Vendedor,cliente2807@telpin.com.ar,2254403122
C3809,Residencial,Ostende,P01,2023-11-29,,,Sucursal,cliente2808@gmail.com,+54 2254 435315
C3810,residencial,Cariló,P04,2021-05-03,2024-11-24,Se muda,Sucursal,cliente2809@gmail.com,+54 2254 494634
C3811,Residencial,Pinamar,P01,2023-08-11,,,Telefónico,cliente2810@gmail.com,2254406632
C3812,Residencial,Ostende,P03,2021-02-16,,,Web,cliente2811@gmail.com,2254489454
C3813,Comercial,Ostende,P06,2023-02-07,,,Referido,,2254436507
C3814,Residencial,MAR DE OSTENDE,P05,2022-12-08,,,Vendedor,cliente2813@hotmail.com,2254463284
C3815,Residencial,PINAMAR,P02,2024-03-04,,,Vendedor,cliente2814@hotmail.com,+54 2254 467279
C3816,Comercial,Valeria del Mar,P06,2023-09-26,,,Vendedor,cliente2815@telpin.com.ar,+54 2254 406869
C3817,Residencial,Pinamar,P05,2021-05-08,,,Web,cliente2816@hotmail.com,2254450372
C3818,Residencial,General Madariaga,P03,2024-03-06,2024-12-18,Competencia,Web,cliente2817@gmail.com,+54 2254 457415
C3819,Residencial,Ostende,P03,2023-01-02,,,Referido,cliente2818@gmail.com,
C3820,Residencial,Pinamar,P02,2020-10-19,,,Telefónico,,02254-434188
C3821,Residencial,valeria del mar,P02,2023-12-21,,,Telefónico,cliente2820@yahoo.com.ar,02254-444364
C3822,Residencial,Pinamar,P02,2022-08-06,,,Web,cliente2821@gmail.com,+54 2254 493048
C3823,Comercial,Pinamar,P06,2023-08-12,,,Vendedor,cliente2822@hotmail.com,2254459700
C3824,residencial,Pinamar,P03,2023-07-26,,,Telefónico,cliente2823@telpin.com.ar,
C3825,Residencial,Pinamar,P02,2023-07-27,,,Telefónico,cliente2824@gmail.com,2254475565
C3826,Residencial,OSTENDE,P05,2018-06-25,2024-11-27,Competencia,Sucursal,cliente2825@gmail.com,02254-441638
C3827,Residencial,Pinamar,P01,2023-11-02,,,Sucursal,cliente2826@gmail.com,+54 2254 447512
C3828,residencial,Ostende,P04,2023-03-31,,,Vendedor,cliente2827@hotmail.com,2254492505
C3829,Residencial,Pinamar,P02,2023-11-06,2026-05-08,Precio,Sucursal,cliente2828@gmail.com,2254436276
C3830,Residencial,Pinamar,P01,2021-01-29,2024-11-27,Disconformidad con el servicio,Sucursal,cliente2829@gmail.com,
C3831,Residencial,MAR DE OSTENDE,P02,2021-08-27,,,Telefónico,cliente2830@gmail.com,+54 2254 476854
C3832,Residencial,General Madariaga,P02,2016-05-26,,,Telefónico,cliente2831@hotmail.com,02254-427873
C3833,Comercial,General Madariaga,P06,2022-09-19,,,Web,cliente2832@telpin.com.ar,02254-468082
C3834,residencial,Pinamar,P04,2023-10-19,,,Sucursal,cliente2833@hotmail.com,+54 2254 447482
C3835,RESIDENCIAL,Valeria del Mar,P05,2019-06-11,,,Web,cliente2834@gmail.com,
C3836,Residencial,Valeria del Mar,P02,2023-06-11,,,Sucursal,cliente2835@hotmail.com,+54 2254 441030
C3837,Residencial,Pinamar,P03,2019-08-27,,,Web,,+54 2254 412293
C3838,Residencial,VALERIA DEL MAR,P02,2021-06-29,,,Sucursal,cliente2837@gmail.com,+54 2254 413859
C3839,Residencial,Cariló,P03,2023-05-29,2025-11-03,Falta de pago,Sucursal,cliente2838@gmail.com,
C3840,Residencial,general madariaga,P02,2023-01-18,2024-09-07,Se muda,Web,cliente2839@hotmail.com,2254432495
C3841,Residencial,Pinamar,P02,2020-09-14,,,Sucursal,cliente2840@hotmail.com,02254-438325
C3842,Residencial,Mar de Ostende,P02,2021-10-01,,,Vendedor,cliente2841@gmail.com,
C3843,Residencial,Mar de Ostende,P04,2021-12-15,,,Referido,cliente2842@gmail.com,+54 2254 440415
C3844,Residencial,Mar de Ostende,P01,2021-10-04,,,Vendedor,cliente2843@gmail.com,2254461732
C3845,Residencial,  Pinamar ,P02,2019-11-25,,,Sucursal,,2254485428
C3846,Comercial,Pinamar,P06,2023-05-02,,,Telefónico,cliente2845@gmail.com,+54 2254 468869
C3847,Residencial,General Madariaga,P03,2023-05-18,,,Web,,+54 2254 414077
C3848,Residencial,Pinamar,P01,2023-03-18,2025-01-29,Disconformidad con el servicio,Sucursal,,+54 2254 400118
C3849,Residencial,Mar de Ostende,P05,2017-11-02,,,Vendedor,cliente2848@hotmail.com,2254447642
C3850,Residencial,  Cariló ,P02,2021-08-13,,,Sucursal,cliente2849@hotmail.com,2254404366
C3851,Residencial,Pinamar,P03,2020-10-23,,,Web,cliente2850@gmail.com,+54 2254 400001
C3852,RESIDENCIAL,Valeria del Mar,P04,2021-03-08,,,Sucursal,cliente2851@gmail.com,02254-496441
C3853,Comercial,Cariló,P06,2022-04-06,,,Web,cliente2852@gmail.com,+54 2254 430505
C3854,Residencial,Valeria del Mar,P04,2022-09-03,,,Sucursal,cliente2853@telpin.com.ar,02254-490019
C3855,Residencial,Ostende,P03,2020-09-29,,,Sucursal,,2254430022
C3856,Residencial,Cariló,P03,2020-04-26,2026-03-07,Falta de pago,Web,cliente2855@yahoo.com.ar,2254456387
C3857,RESIDENCIAL,Pinamar,P01,2024-01-01,,,Sucursal,cliente2856@gmail.com,2254490987
C3858,Residencial,Pinamar,P05,2021-10-21,,,Vendedor,cliente2857@gmail.com,+54 2254 422734
C3859,Residencial,Ostende,P05,2020-02-03,,,Sucursal,,+54 2254 460754
C3860,Residencial,Valeria del Mar,P04,2021-08-25,,,Web,cliente2859@gmail.com,2254495560
C3861,Residencial,Ostende,P03,2019-09-22,,,Sucursal,,+54 2254 402683
C3862,Residencial,Pinamar,P04,2018-11-21,,,Telefónico,cliente2861@hotmail.com,02254-439205
C3863,RESIDENCIAL,Pinamar,P03,2022-06-28,,,Telefónico,cliente2862@gmail.com,2254432333
C3864,Residencial,Pinamar,P02,2022-04-12,,,Vendedor,cliente2863@gmail.com,2254497250
C3865,Residencial,Pinamar,P02,2023-01-25,2025-01-26,Falta de pago,Referido,cliente2864@hotmail.com,02254-416585
C3866,Residencial,Pinamar,P01,2018-05-07,,,Sucursal,cliente2865@gmail.com,02254-433167
C3867,Residencial,Pinamar,P03,2023-05-22,2025-07-22,Disconformidad con el servicio,Telefónico,cliente2866@gmail.com,02254-406501
C3868,Residencial,Valeria del Mar,P01,2020-07-07,,,Web,cliente2867@telpin.com.ar,02254-400831
C3869,Residencial,cariló,P04,2023-07-22,2025-03-12,Falta de pago,Sucursal,cliente2868@hotmail.com,02254-478625
C3870,Residencial,Pinamar,P02,2018-08-06,2026-05-24,Precio,Sucursal,cliente2869@gmail.com,+54 2254 468923
C3871,Residencial,General Madariaga,P05,2022-09-15,,,Sucursal,cliente2870@gmail.com,2254444146
C3872,RESIDENCIAL,Pinamar,P02,2023-09-26,,,Web,cliente2871@gmail.com,02254-441706
C3873,Residencial,Ostende,P04,2023-10-23,2025-04-20,Disconformidad con el servicio,Referido,cliente2872@hotmail.com,2254412671
C3874,Residencial,Pinamar,P01,2023-12-27,,,Telefónico,cliente2873@gmail.com,2254416548
C3875,Residencial,Pinamar,P01,2018-06-07,2025-01-31,Sin motivo declarado,Sucursal,cliente2874@gmail.com,02254-465583
C3876,Residencial,Valeria del Mar,P02,2023-12-12,2026-06-14,Fin de temporada,Vendedor,cliente2875@hotmail.com,02254-476004
C3877,Residencial,  General Madariaga ,P02,2021-02-19,2024-08-18,Competencia,Sucursal,cliente2876@hotmail.com,02254-417248
C3878,RESIDENCIAL,MAR DE OSTENDE,P05,2017-02-17,,,Vendedor,cliente2877@gmail.com,
C3879,RESIDENCIAL,Pinamar,P02,2023-11-10,,,Web,cliente2878@gmail.com,02254-495754
C3880,Residencial,Cariló,P02,2019-03-03,2025-03-03,Fin de temporada,Sucursal,,
C3881,Residencial,Valeria del Mar,P03,2018-09-15,2025-03-17,Se muda,Web,cliente2880@gmail.com,
C3882,Residencial,General Madariaga,P02,2019-12-12,,,Sucursal,,02254-418195
C3883,Residencial,Ostende,P02,2021-08-01,,,Web,cliente2882@gmail.com,02254-403251
C3884,Comercial,General Madariaga,P06,2023-02-09,2024-11-01,Competencia,Vendedor,cliente2883@telpin.com.ar,
C3885,Residencial,Pinamar,P03,2021-05-26,,,Telefónico,cliente2884@hotmail.com,
C3886,RESIDENCIAL,Valeria del Mar,P02,2024-05-20,,,Telefónico,cliente2885@telpin.com.ar,02254-486076
C3887,RESIDENCIAL,Ostende,P01,2023-01-27,2026-01-20,Competencia,Sucursal,cliente2886@gmail.com,+54 2254 487863
C3888,Residencial,Pinamar,P01,2023-12-18,,,Referido,cliente2887@gmail.com,+54 2254 457602
C3889,Residencial,Cariló,P01,2022-12-02,,,Vendedor,cliente2888@gmail.com,2254468671
C3890,Residencial,General Madariaga,P02,2022-12-08,2024-12-29,Disconformidad con el servicio,Vendedor,,02254-405554
C3891,Residencial,Ostende,P02,2023-06-22,,,Sucursal,,
C3892,Residencial,Cariló,P04,2022-11-17,,,Web,cliente2891@yahoo.com.ar,2254404594
C3893,Residencial,Pinamar,P02,2020-06-07,,,Telefónico,cliente2892@hotmail.com,02254-478341
C3894,RESIDENCIAL,Cariló,P01,2022-09-15,,,Telefónico,cliente2893@hotmail.com,2254424270
C3895,Comercial,Valeria del Mar,P06,2022-01-15,2024-08-12,Se muda,Referido,,+54 2254 406709
C3896,RESIDENCIAL,Pinamar,P04,2020-04-29,,,Vendedor,cliente2895@gmail.com,02254-422063
C3897,Residencial,Pinamar,P01,2016-06-09,,,Referido,cliente2896@telpin.com.ar,+54 2254 475790
C3898,Residencial,Pinamar,P02,2023-01-13,,,Telefónico,cliente2897@telpin.com.ar,+54 2254 449117
C3899,Residencial,valeria del mar,P01,2019-03-07,2026-04-06,Fin de temporada,Vendedor,cliente2898@hotmail.com,2254432280
C3900,Residencial,Mar de Ostende,P01,2024-04-15,2026-03-10,Fin de temporada,Sucursal,cliente2899@hotmail.com,02254-487949
C3901,Residencial,Valeria del Mar,P01,2021-08-13,2024-08-18,Precio,Referido,cliente2900@hotmail.com,02254-438206
C3902,Residencial,Cariló,P05,2022-12-23,,,Referido,cliente2901@hotmail.com,02254-412752
C3903,Residencial,General Madariaga,P04,2023-08-07,2025-03-22,Competencia,Web,cliente2902@hotmail.com,
C3904,Residencial,OSTENDE,P03,2022-10-22,,,Vendedor,cliente2903@hotmail.com,+54 2254 448298
C3905,Residencial,Cariló,P02,2021-12-18,,,Vendedor,cliente2904@gmail.com,02254-446340
C3906,Residencial,Pinamar,P05,2023-05-22,,,Web,cliente2905@gmail.com,2254459582
C3907,Residencial,Ostende,P03,2023-11-11,,,Telefónico,cliente2906@hotmail.com,+54 2254 432309
C3908,Residencial,Pinamar,P01,2022-03-01,,,Vendedor,cliente2907@hotmail.com,2254405611
C3909,Residencial,Valeria del Mar,P03,2021-12-26,2025-03-14,Fin de temporada,Web,cliente2908@gmail.com,2254458431
C3910,Residencial,Cariló,P04,2022-02-28,2025-06-07,Fin de temporada,Referido,cliente2909@hotmail.com,02254-493908
C3911,Residencial,PINAMAR,P05,2020-01-23,2025-02-23,Falta de pago,Telefónico,cliente2910@gmail.com,
C3912,Residencial,Valeria del Mar,P02,2022-03-05,,,Telefónico,cliente2911@gmail.com,
C3913,Residencial,Pinamar,P01,2022-07-15,,,Telefónico,cliente2912@yahoo.com.ar,2254435595
C3914,Residencial,Carilo,P04,2021-11-22,,,Sucursal,cliente2913@gmail.com,+54 2254 409749
C3915,Residencial,Ostende,P02,2022-08-10,,,Sucursal,cliente2914@telpin.com.ar,2254431058
C3916,Residencial,Pinamar,P01,2022-03-25,,,Telefónico,cliente2915@hotmail.com,
C3917,Residencial,Cariló,P01,2023-03-04,,,Telefónico,cliente2916@gmail.com,+54 2254 497709
C3918,residencial,Mar de Ostende,P02,2021-03-19,,,Referido,,02254-411290
C3919,Comercial,Ostende,P06,2024-02-14,,,Web,cliente2918@gmail.com,02254-421508
C3920,Residencial,Ostende,P01,2023-05-16,,,Sucursal,cliente2919@hotmail.com,2254415823
C3921,RESIDENCIAL,Valeria del Mar,P02,2022-07-14,,,Vendedor,cliente2920@gmail.com,02254-414641
C3922,Comercial,Ostende,P06,2023-11-22,,,Sucursal,cliente2921@gmail.com,2254475133
C3923,Residencial,Valeria del Mar,P01,2018-12-31,,,Sucursal,cliente2922@gmail.com,+54 2254 413305
C3924,Residencial,Pinamar,P04,2022-04-21,2024-10-15,Sin motivo declarado,Telefónico,cliente2923@hotmail.com,
C3925,RESIDENCIAL,Ostende,P01,2023-02-09,,,Sucursal,cliente2924@yahoo.com.ar,2254404960
C3926,Residencial,Ostende,P01,2024-03-27,,,Sucursal,cliente2925@gmail.com,
C3927,Residencial,Pinamar,P03,2023-06-29,,,Web,cliente2926@gmail.com,02254-446956
C3928,Comercial,Pinamar,P06,2021-02-04,,,Vendedor,cliente2927@gmail.com,02254-453202
C3929,Residencial,Ostende,P01,2022-02-26,,,Sucursal,cliente2928@gmail.com,02254-482767
C3930,Comercial,Pinamar,P06,2020-05-10,,,Sucursal,cliente2929@gmail.com,
C3931,Residencial,Pinamar,P02,2017-11-11,,,Web,cliente2930@hotmail.com,
C3932,residencial,Pinamar,P01,2017-07-11,,,Sucursal,cliente2931@yahoo.com.ar,02254-496736
C3933,Residencial,pinamar,P01,2023-10-19,2024-11-09,Falta de pago,Vendedor,cliente2932@telpin.com.ar,
C3934,Residencial,Pinamar,P02,2023-02-18,,,Vendedor,cliente2933@hotmail.com,+54 2254 430693
C3935,Residencial,General Madariaga,P03,2023-04-17,2026-05-11,Competencia,Sucursal,cliente2934@telpin.com.ar,+54 2254 436120
C3936,Residencial,Cariló,P01,2023-04-10,2025-03-30,Se muda,Web,cliente2935@gmail.com,02254-481469
C3937,Residencial,Valeria del Mar,P02,2022-09-18,2025-02-18,Competencia,Vendedor,cliente2936@gmail.com,+54 2254 495333
C3938,Residencial,Pinamar,P02,2017-07-21,,,Vendedor,cliente2937@telpin.com.ar,02254-405948
C3939,Residencial,Cariló,P02,2020-06-08,2026-06-20,Fin de temporada,Vendedor,cliente2938@yahoo.com.ar,02254-477950
C3940,RESIDENCIAL,Pinamar,P03,2019-08-21,,,Telefónico,cliente2939@gmail.com,2254452543
C3941,Residencial,valeria del mar,P03,2022-09-28,,,Web,cliente2940@hotmail.com,2254403822
C3942,Residencial,Pinamar,P02,2023-09-28,,,Web,cliente2941@gmail.com,2254475339
C3943,Residencial,Pinamar,P02,2021-12-18,,,Vendedor,cliente2942@hotmail.com,+54 2254 498135
C3944,Residencial,Mar de Ostende,P03,2021-06-08,,,Sucursal,cliente2943@gmail.com,2254466535
C3945,Residencial,Pinamar,P03,2022-12-02,,,Referido,cliente2944@hotmail.com,+54 2254 447389
C3946,Residencial,Pinamar,P02,2022-04-17,,,Telefónico,cliente2945@gmail.com,2254459376
C3947,Residencial,General Madariaga,P01,2022-09-11,,,Referido,cliente2946@gmail.com,02254-451017
C3948,Residencial,Cariló,P02,2020-12-12,,,Telefónico,cliente2947@gmail.com,+54 2254 426923
C3949,Residencial,Valeria del Mar,P02,2021-10-18,,,Web,cliente2948@gmail.com,02254-493970
C3950,Residencial,Mar de Ostende,P04,2021-11-15,2025-03-11,Fin de temporada,Sucursal,cliente2949@gmail.com,+54 2254 433591
C3951,Residencial,Valeria del Mar,P04,2016-04-29,,,Sucursal,,+54 2254 467376
C3952,Residencial,Ostende,P02,2022-10-23,,,Sucursal,cliente2951@hotmail.com,2254404898
C3953,Residencial,Pinamar,P01,2019-09-15,,,Web,cliente2952@gmail.com,+54 2254 437551
C3954,Residencial,Pinamar,P02,2018-04-10,,,Sucursal,,+54 2254 431609
C3955,Residencial,Valeria del Mar,P03,2021-02-08,,,Vendedor,cliente2954@gmail.com,2254495590
C3956,COMERCIAL,Valeria del Mar,P06,2023-08-15,,,Web,cliente2955@gmail.com,02254-444897
C3957,Residencial,Pinamar,P04,2022-07-04,,,Web,cliente2956@gmail.com,02254-423300
C3958,Residencial,Cariló,P01,2022-01-09,,,Sucursal,cliente2957@hotmail.com,2254405502
C3959,comercial,Pinamar,P06,2022-09-18,,,Vendedor,cliente2958@gmail.com,
C3960,Residencial,Ostende,P04,2022-10-04,2024-10-12,Competencia,Sucursal,cliente2959@gmail.com,2254408433
C3961,Residencial,Pinamar,P04,2022-06-06,,,Sucursal,cliente2960@gmail.com,
C3962,Residencial,Pinamar,P03,2022-02-08,2024-11-02,Falta de pago,Telefónico,cliente2961@gmail.com,2254459840
C3963,Residencial,Pinamar,P03,2023-09-28,2024-11-20,Sin motivo declarado,Telefónico,,
C3964,Residencial,Cariló,P04,2021-12-23,,,Telefónico,cliente2963@telpin.com.ar,02254-430681
C3965,Comercial,Cariló,P06,2023-02-16,,,Sucursal,cliente2964@gmail.com,02254-469645
C3966,Comercial,Ostende,P06,2021-05-21,,,Telefónico,cliente2965@gmail.com,02254-486878
C3967,RESIDENCIAL,Pinamar,P01,2020-06-16,,,Sucursal,cliente2966@gmail.com,+54 2254 463177
C3968,residencial,Pinamar,P01,2022-08-29,,,Sucursal,cliente2967@telpin.com.ar,02254-490035
C3969,Residencial,Ostende,P01,2023-05-11,,,Sucursal,cliente2968@hotmail.com,+54 2254 422825
C3970,Residencial,Ostende,P02,2021-12-08,,,Web,cliente2969@telpin.com.ar,
C3971,Residencial,Mar de Ostende,P03,2022-09-23,,,Sucursal,cliente2970@gmail.com,+54 2254 424750
C3972,RESIDENCIAL,Pinamar,P03,2019-03-30,,,Vendedor,cliente2971@gmail.com,02254-470010
C3973,Residencial,Valeria del Mar,P02,2023-03-14,,,Referido,cliente2972@gmail.com,02254-497935
C3974,Residencial,CARILÓ,P04,2022-07-27,2024-11-24,Precio,Sucursal,cliente2973@telpin.com.ar,02254-449926
C3975,Residencial,VALERIA DEL MAR,P02,2021-03-05,2025-06-09,Precio,Referido,cliente2974@gmail.com,2254481193
C3976,residencial,Ostende,P01,2018-03-17,,,Web,cliente2975@gmail.com,+54 2254 416950
C3977,residencial,Valeria del Mar,P02,2022-04-21,,,Web,cliente2976@telpin.com.ar,
C3978,Residencial,Pinamar,P05,2023-06-28,,,Telefónico,cliente2977@yahoo.com.ar,+54 2254 490983
C3979,Residencial,Valeria del Mar,P02,2022-05-19,,,Telefónico,cliente2978@hotmail.com,+54 2254 424519
C3980,Residencial,Ostende,P02,2023-01-22,,,Referido,cliente2979@telpin.com.ar,+54 2254 496281
C3981,Residencial,Pinamar,P03,2022-09-13,,,Vendedor,cliente2980@gmail.com,+54 2254 438454
C3982,Residencial,Mar de Ostende,P01,2023-08-30,2025-03-06,Fin de temporada,Telefónico,cliente2981@gmail.com,+54 2254 427980
C3983,Residencial,Pinamar,P03,2022-06-08,2025-08-24,Falta de pago,Sucursal,cliente2982@hotmail.com,02254-442754
C3984,Residencial,Valeria del Mar,P01,2020-04-01,2025-04-13,Fin de temporada,Referido,cliente2983@yahoo.com.ar,2254460493
C3985,Residencial,Pinamar,P01,2022-03-20,,,Telefónico,cliente2984@hotmail.com,+54 2254 473247
C3986,Residencial,GENERAL MADARIAGA,P02,2012-07-27,,,Web,cliente2985@yahoo.com.ar,02254-487221
C3987,residencial,Valeria del Mar,P02,2020-02-03,,,Sucursal,cliente2986@hotmail.com,+54 2254 430589
C3988,Residencial,Cariló,P02,2021-10-05,,,Referido,cliente2987@telpin.com.ar,+54 2254 432570
C3989,RESIDENCIAL,Cariló,P03,2021-11-04,,,Vendedor,cliente2988@hotmail.com,02254-408775
C3990,Residencial,Valeria del Mar,P01,2023-06-18,,,Referido,cliente2989@gmail.com,02254-403060
C3991,Residencial,Valeria del Mar,P03,2023-01-01,,,Vendedor,cliente2990@hotmail.com,+54 2254 445315
C3992,Residencial,Valeria del Mar,P03,2016-03-10,,,Telefónico,cliente2991@telpin.com.ar,2254484009
C3993,residencial,Pinamar,P01,2021-05-07,,,Vendedor,cliente2992@hotmail.com,+54 2254 464716
C3994,Residencial,Pinamar,P02,2023-09-25,,,Telefónico,cliente2993@gmail.com,02254-446438
C3995,Residencial,Pinamar,P02,2022-10-18,,,Vendedor,cliente2994@gmail.com,+54 2254 401603
C3996,Residencial,Valeria del Mar,P02,2022-12-16,,,Referido,cliente2995@yahoo.com.ar,2254419121
C3997,Residencial,Valeria del Mar,P02,2023-04-15,,,Telefónico,cliente2996@gmail.com,02254-477094
C3998,Comercial,Mar de Ostende,P06,2022-07-09,,,Web,cliente2997@gmail.com,+54 2254 437820
C3999,Residencial,General Madariaga,P04,2020-09-29,,,Sucursal,cliente2998@yahoo.com.ar,+54 2254 449572
C4000,Residencial,Cariló,P03,2021-08-04,,,Sucursal,cliente2999@gmail.com,02254-437536
C4001,Residencial,Valeria del Mar,P03,2018-08-12,,,Referido,cliente3000@gmail.com,2254463397
C4002,Residencial,Cariló,P04,2021-05-11,,,Telefónico,cliente3001@hotmail.com,+54 2254 441821
C4003,Residencial,Pinamar,P02,2020-12-04,,,Sucursal,cliente3002@hotmail.com,+54 2254 408864
C4004,Residencial,Valeria del Mar,P04,2022-10-21,,,Vendedor,cliente3003@hotmail.com,
C4005,Residencial,Pinamar,P03,2017-04-27,,,Sucursal,cliente3004@yahoo.com.ar,2254420369
C4006,Residencial,Valeria del Mar,P05,2015-05-14,2024-11-10,Falta de pago,Sucursal,cliente3005@gmail.com,+54 2254 423471
C4007,Residencial,Mar de Ostende,P02,2020-08-23,,,Telefónico,cliente3006@hotmail.com,+54 2254 417983
C4008,Residencial,Pinamar,P05,2020-04-23,,,Sucursal,cliente3007@hotmail.com,2254463411
C4009,Comercial,Ostende,P05,2022-02-21,,,Telefónico,cliente3008@gmail.com,+54 2254 466483
C4010,Residencial,Valeria del Mar,P01,2021-06-08,,,Sucursal,cliente3009@telpin.com.ar,2254434653
C4011,Residencial,Pinamar,P02,2022-04-12,,,Vendedor,cliente3010@telpin.com.ar,+54 2254 427972
C4012,Residencial,Pinamar,P01,2022-06-24,,,Sucursal,cliente3011@gmail.com,
C4013,Residencial,Pinamar,P01,2020-01-23,,,Telefónico,,+54 2254 440127
C4014,Residencial,Valeria del Mar,P05,2023-01-01,2024-08-20,Competencia,Sucursal,cliente3013@gmail.com,02254-409007
C4015,Residencial,Valeria del Mar,P05,2017-09-01,,,Vendedor,cliente3014@hotmail.com,2254410797
C4016,Residencial,Ostende,P03,2020-12-08,,,Vendedor,cliente3015@telpin.com.ar,+54 2254 462830
C4017,Residencial,Pinamar,P01,2020-02-15,,,Sucursal,,+54 2254 460303
C4018,RESIDENCIAL,Pinamar,P03,2023-08-22,,,Referido,,02254-488258
C4019,RESIDENCIAL,Pinamar,P02,2019-09-05,2025-07-02,Competencia,Web,cliente3018@telpin.com.ar,2254419524
C4020,Residencial,Cariló,P02,2020-12-09,2025-03-16,Se muda,Web,cliente3019@hotmail.com,02254-464174
C4021,Residencial,Pinamar,P02,2018-09-20,,,Sucursal,cliente3020@hotmail.com,2254491314
C4022,Residencial,Pinamar,P02,2018-12-31,,,Vendedor,cliente3021@gmail.com,2254428329
C4023,comercial,Valeria del Mar,P06,2018-12-03,2025-03-11,Se muda,Referido,cliente3022@telpin.com.ar,2254425939
C4024,Residencial,Pinamar,P04,2023-02-06,2025-10-07,Sin motivo declarado,Sucursal,,2254443734
C4025,Residencial,General Madariaga,P03,2021-03-05,,,Telefónico,cliente3024@gmail.com,
C4026,Residencial,Pinamar,P03,2023-10-16,,,Sucursal,cliente3025@hotmail.com,2254494682
C4027,Residencial,Pinamar,P03,2022-01-18,,,Referido,cliente3026@gmail.com,2254428828
C4028,Residencial,Pinamar,P02,2023-03-27,,,Sucursal,cliente3027@gmail.com,2254430516
C4029,RESIDENCIAL,Cariló,P03,2023-12-08,,,Web,cliente3028@gmail.com,+54 2254 452726
C4030,Residencial,Pinamar,P03,2023-03-17,,,Referido,cliente3029@gmail.com,02254-452677
C4031,Residencial,Pinamar,P01,2022-01-02,,,Referido,cliente3030@gmail.com,2254470881
